Date,PlayerID,Training,SessionType,Duration,RPE,SessionLoad,DailyLoad,AcuteLoad,ChronicLoad,AcuteChronicRatio,ObjectiveRating,FocusRating,BestOutOfMyself
2018-01-10,2,Yes,Mobility/Recovery,30,1,30,270,415.7,372.5,1.12,NA,NA,NA
2018-01-10,2,Yes,Strength,60,4,240,NA,NA,NA,NA,NA,NA,NA
2018-01-10,3,Yes,Mobility/Recovery,60,1,60,360,450,441.43,1.02,8,8,Absolutely
2018-01-10,3,Yes,Strength,60,5,300,NA,NA,NA,NA,8,8,Absolutely
2018-01-10,4,Yes,Mobility/Recovery,30,1,30,210,370.7,319.82,1.16,NA,NA,Absolutely
2018-01-10,4,Yes,Strength,60,3,180,NA,NA,NA,NA,NA,NA,Absolutely
2018-01-10,5,Yes,Mobility/Recovery,40,1,40,40,143.6,177.18,0.81,NA,NA,NA
2018-01-10,6,Yes,Mobility/Recovery,30,0,15,135,437.9,499.04,0.88,NA,NA,NA
2018-01-10,6,Yes,Strength,30,4,120,NA,NA,NA,NA,NA,NA,NA
2018-01-10,7,Yes,Mobility/Recovery,30,2,60,375,382.9,458.57,0.83,NA,NA,NA
2018-01-10,7,Yes,Strength,45,7,315,NA,NA,NA,NA,NA,NA,NA
2018-01-10,8,Yes,Mobility/Recovery,30,1,30,165,192.9,244.82,0.79,NA,NA,NA
2018-01-10,8,Yes,Strength,45,3,135,NA,NA,NA,NA,NA,NA,NA
2018-01-10,9,No,NA,NA,NA,NA,NA,465,490.57,0.95,NA,NA,NA
2018-01-10,10,Yes,Mobility/Recovery,30,2,60,360,331.4,381.96,0.87,10,10,NA
2018-01-10,10,Yes,Strength,75,4,300,NA,NA,NA,NA,10,10,NA
2018-01-10,11,Yes,Mobility/Recovery,30,3,90,390,463.6,552.32,0.84,10,10,Absolutely
2018-01-10,11,Yes,Strength,60,5,300,NA,NA,NA,NA,10,10,Absolutely
2018-01-10,12,Yes,Mobility/Recovery,30,2,60,240,154.3,143.93,1.07,7,7,NA
2018-01-10,12,Yes,Strength,60,3,180,NA,NA,NA,NA,7,7,NA
2018-01-10,13,Yes,Mobility/Recovery,30,0,0,300,424.3,486.79,0.87,NA,NA,Absolutely
2018-01-10,13,Yes,Strength,60,5,300,NA,NA,NA,NA,NA,NA,Absolutely
2018-01-10,14,Yes,Mobility/Recovery,30,1,30,270,383.6,427.5,0.9,NA,NA,Absolutely
2018-01-10,14,Yes,Strength,60,4,240,NA,NA,NA,NA,NA,NA,Absolutely
2018-01-10,15,Yes,Mobility/Recovery,30,1,30,30,108.6,140.71,0.77,NA,NA,NA
2018-01-10,16,Yes,Mobility/Recovery,45,1,45,645,541.7,588.82,0.92,NA,NA,Absolutely
2018-01-10,16,Yes,Strength,120,5,600,NA,NA,NA,NA,NA,NA,Absolutely
2018-01-10,17,Yes,Mobility/Recovery,50,0,25,25,323.6,267.57,1.21,NA,NA,NA
2018-01-09,1,Yes,Conditioning,45,6,270,540,197.1,316.43,0.62,NA,NA,NA
2018-01-09,1,Yes,Strength,90,3,270,NA,NA,NA,NA,NA,NA,NA
2018-01-09,2,Yes,Conditioning,60,9,540,540,534.3,396.43,1.35,NA,NA,NA
2018-01-09,3,Yes,Conditioning,60,7,420,420,604.3,467.68,1.29,8,8,Absolutely
2018-01-09,4,Yes,Conditioning,60,7,420,420,450,312.32,1.44,8,8,NA
2018-01-09,6,Yes,Skills,90,6,540,820,628.6,526,1.2,8,9,NA
2018-01-09,6,Yes,Game,20,8,160,NA,NA,NA,NA,8,9,NA
2018-01-09,6,Yes,Skills,30,4,120,NA,NA,NA,NA,8,9,NA
2018-01-09,8,Yes,Skills,60,7,420,420,220.7,266.25,0.83,NA,NA,NA
2018-01-09,9,Yes,Conditioning,60,9,540,720,465,526.46,0.88,NA,NA,NA
2018-01-09,9,Yes,Strength,60,3,180,NA,NA,NA,NA,NA,NA,NA
2018-01-09,10,Yes,Conditioning,45,8,360,360,451.4,412.5,1.09,8,6,NA
2018-01-09,11,Yes,Conditioning,70,8,560,560,598.6,579.39,1.03,8,9,Absolutely
2018-01-09,12,Yes,Conditioning,60,5,300,300,235.7,159.46,1.48,8,8,NA
2018-01-09,13,Yes,Conditioning,30,9,270,450,516.4,510.89,1.01,9,10,NA
2018-01-09,13,Yes,Skills,60,3,180,NA,NA,NA,NA,9,10,NA
2018-01-09,13,Yes,Mobility/Recovery,60,0,0,NA,NA,NA,NA,9,10,NA
2018-01-09,14,Yes,Conditioning,60,5,300,525,525,451.07,1.16,9,9,Absolutely
2018-01-09,14,Yes,Game,45,5,225,NA,NA,NA,NA,9,9,Absolutely
2018-01-09,16,Yes,Mobility/Recovery,45,0,22,302,687.4,623.29,1.1,10,10,Absolutely
2018-01-09,16,Yes,Skills,40,7,280,NA,NA,NA,NA,10,10,Absolutely
2018-01-09,17,Yes,Conditioning,45,6,270,670,444.6,289.18,1.54,8,9,NA
2018-01-09,17,Yes,Game,50,8,400,NA,NA,NA,NA,8,9,NA
2018-01-08,2,Yes,Speed,35,4,140,830,463.6,416.79,1.11,NA,NA,NA
2018-01-08,2,Yes,Skills,90,3,270,NA,NA,NA,NA,NA,NA,NA
2018-01-08,2,Yes,Strength,60,5,300,NA,NA,NA,NA,NA,NA,NA
2018-01-08,2,Yes,Combat,30,4,120,NA,NA,NA,NA,NA,NA,NA
2018-01-08,3,Yes,Speed,45,5,225,1035,548.6,465.54,1.18,8,8,Absolutely
2018-01-08,3,Yes,Skills,90,3,270,NA,NA,NA,NA,8,8,Absolutely
2018-01-08,3,Yes,Strength,90,6,540,NA,NA,NA,NA,8,8,Absolutely
2018-01-08,4,Yes,Speed,45,3,135,765,390,301.61,1.29,8,8,Absolutely
2018-01-08,4,Yes,Skills,60,3,180,NA,NA,NA,NA,8,8,Absolutely
2018-01-08,4,Yes,Strength,90,5,450,NA,NA,NA,NA,8,8,Absolutely
2018-01-08,6,Yes,Speed,45,4,180,840,515.7,500.46,1.03,8,8,NA
2018-01-08,6,Yes,Skills,90,2,180,NA,NA,NA,NA,8,8,NA
2018-01-08,6,Yes,Strength,70,6,420,NA,NA,NA,NA,8,8,NA
2018-01-08,6,Yes,Combat,20,3,60,NA,NA,NA,NA,8,8,NA
2018-01-08,7,Yes,Speed,45,5,225,990,505,485.36,1.04,7,8,NA
2018-01-08,7,Yes,Skills,75,3,225,NA,NA,NA,NA,7,8,NA
2018-01-08,7,Yes,Strength,80,6,480,NA,NA,NA,NA,7,8,NA
2018-01-08,7,Yes,Combat,20,3,60,NA,NA,NA,NA,7,8,NA
2018-01-08,8,No,NA,NA,NA,NA,NA,173.6,258.75,0.67,NA,NA,Somewhat
2018-01-08,9,Yes,Speed,45,3,135,735,443.6,518.96,0.85,NA,NA,NA
2018-01-08,9,Yes,Strength,120,5,600,NA,NA,NA,NA,NA,NA,NA
2018-01-08,10,Yes,Speed,40,4,160,595,412.9,408.75,1.01,8,6,NA
2018-01-08,10,Yes,Skills,75,1,75,NA,NA,NA,NA,8,6,NA
2018-01-08,10,Yes,Strength,90,4,360,NA,NA,NA,NA,8,6,NA
2018-01-08,11,Yes,Speed,45,5,225,990,544.3,571.71,0.95,8,9,Absolutely
2018-01-08,11,Yes,Skills,75,3,225,NA,NA,NA,NA,8,9,Absolutely
2018-01-08,11,Yes,Strength,60,7,420,NA,NA,NA,NA,8,9,Absolutely
2018-01-08,11,Yes,Combat,30,4,120,NA,NA,NA,NA,8,9,Absolutely
2018-01-08,12,Yes,Speed,40,3,120,540,192.9,154.11,1.25,8,8,NA
2018-01-08,12,Yes,Skills,60,2,120,NA,NA,NA,NA,8,8,NA
2018-01-08,12,Yes,Strength,60,4,240,NA,NA,NA,NA,8,8,NA
2018-01-08,12,Yes,Combat,20,3,60,NA,NA,NA,NA,8,8,NA
2018-01-08,13,Yes,Speed,30,5,150,870,452.1,501.25,0.9,9,8,NA
2018-01-08,13,Yes,Skills,90,3,270,NA,NA,NA,NA,9,8,NA
2018-01-08,13,Yes,Strength,60,5,300,NA,NA,NA,NA,9,8,NA
2018-01-08,13,Yes,Combat,30,5,150,NA,NA,NA,NA,9,8,NA
2018-01-08,13,Yes,Mobility/Recovery,30,0,0,NA,NA,NA,NA,9,8,NA
2018-01-08,14,Yes,Speed,45,3,135,855,450,432.32,1.04,7,8,NA
2018-01-08,14,Yes,Skills,90,3,270,NA,NA,NA,NA,7,8,NA
2018-01-08,14,Yes,Strength,90,5,450,NA,NA,NA,NA,7,8,NA
2018-01-08,15,Yes,Speed,40,6,240,730,235.7,178.93,1.32,5,5,Somewhat
2018-01-08,15,Yes,Skills,40,1,40,NA,NA,NA,NA,5,5,Somewhat
2018-01-08,15,Yes,Strength,90,5,450,NA,NA,NA,NA,5,5,Somewhat
2018-01-08,16,Yes,Speed,35,3,105,1245,685.7,622.68,1.1,6,7,NA
2018-01-08,16,Yes,Skills,45,2,90,NA,NA,NA,NA,6,7,NA
2018-01-08,16,Yes,Strength,150,7,1050,NA,NA,NA,NA,6,7,NA
2018-01-08,17,Yes,Speed,30,3,90,410,351,266.32,1.32,8,9,NA
2018-01-08,17,Yes,Skills,70,2,140,NA,NA,NA,NA,8,9,NA
2018-01-08,17,Yes,Strength,60,3,180,NA,NA,NA,NA,8,9,NA
2018-01-07,1,No,NA,NA,NA,NA,NA,279.3,332.68,0.84,NA,NA,NA
2018-01-07,2,No,NA,NA,NA,NA,NA,507.9,387.14,1.31,NA,NA,NA
2018-01-07,5,No,NA,NA,NA,NA,NA,269.3,175.75,1.53,NA,NA,NA
2018-01-07,6,No,NA,NA,NA,NA,NA,607.9,502.61,1.21,NA,NA,NA
2018-01-07,7,No,NA,NA,NA,NA,NA,550.7,457.5,1.2,NA,NA,Absolutely
2018-01-07,8,No,NA,NA,NA,NA,NA,216.4,306.96,0.7,NA,NA,NA
2018-01-07,9,No,NA,NA,NA,NA,NA,521.4,503.43,1.04,NA,NA,NA
2018-01-07,10,No,NA,NA,NA,NA,NA,488.6,421.79,1.16,NA,NA,NA
2018-01-07,13,Yes,Mobility/Recovery,30,0,0,0,514.3,506.61,1.02,NA,NA,Absolutely
2018-01-07,16,No,NA,NA,NA,NA,NA,699.1,602.43,1.16,NA,NA,NA
2018-01-07,17,No,NA,NA,NA,NA,NA,292.4,285.25,1.03,NA,NA,NA
2018-01-06,1,No,NA,NA,NA,NA,NA,279.3,351.61,0.79,NA,NA,Not at all
2018-01-06,2,No,NA,NA,NA,NA,NA,507.9,419.82,1.21,NA,NA,NA
2018-01-06,3,No,NA,NA,NA,NA,NA,567.9,491.79,1.15,NA,NA,Absolutely
2018-01-06,5,No,NA,NA,NA,NA,NA,269.3,199.32,1.35,NA,NA,NA
2018-01-06,6,No,NA,NA,NA,NA,NA,607.9,528.32,1.15,NA,NA,NA
2018-01-06,7,No,NA,NA,NA,NA,NA,550.7,493.21,1.12,NA,NA,Absolutely
2018-01-06,8,No,NA,NA,NA,NA,NA,225,334.29,0.67,NA,NA,NA
2018-01-06,9,Yes,Speed,30,3,90,1440,521.4,533.96,0.98,NA,NA,NA
2018-01-06,9,Yes,Conditioning,45,1,450,NA,NA,NA,NA,NA,NA,NA
2018-01-06,9,Yes,Skills,150,6,900,NA,NA,NA,NA,NA,NA,NA
2018-01-06,10,No,NA,NA,NA,NA,NA,488.6,452.86,1.08,NA,NA,NA
2018-01-06,11,No,NA,NA,NA,NA,NA,571.4,609.21,0.94,NA,NA,Absolutely
2018-01-06,13,No,NA,NA,NA,NA,NA,514.3,543.04,0.95,NA,NA,Absolutely
2018-01-06,15,No,NA,NA,NA,NA,NA,265.7,152.86,1.74,NA,NA,NA
2018-01-06,16,No,NA,NA,NA,NA,NA,699.1,637.25,1.1,NA,NA,Somewhat
2018-01-06,17,No,NA,NA,NA,NA,NA,292.4,301.68,0.97,NA,NA,NA
2018-01-05,1,Yes,Conditioning,60,4,240,840,279.3,351.61,0.79,NA,NA,NA
2018-01-05,1,Yes,Strength,120,5,600,NA,NA,NA,NA,NA,NA,NA
2018-01-05,2,Yes,Speed,40,4,160,1270,507.9,419.82,1.21,NA,NA,NA
2018-01-05,2,Yes,Conditioning,60,8,480,NA,NA,NA,NA,NA,NA,NA
2018-01-05,2,Yes,Strength,90,7,630,NA,NA,NA,NA,NA,NA,NA
2018-01-05,3,Yes,Speed,60,5,300,1335,567.9,491.79,1.15,8,8,Absolutely
2018-01-05,3,Yes,Conditioning,45,7,315,NA,NA,NA,NA,8,8,Absolutely
2018-01-05,3,Yes,Strength,90,8,720,NA,NA,NA,NA,8,8,Absolutely
2018-01-05,4,Yes,Speed,45,4,180,1200,280.7,325.89,0.86,7,7,NA
2018-01-05,4,Yes,Conditioning,60,8,480,NA,NA,NA,NA,7,7,NA
2018-01-05,4,Yes,Strength,90,6,540,NA,NA,NA,NA,7,7,NA
2018-01-05,5,Yes,Conditioning,30,5,150,965,355,199.32,1.78,9,9,NA
2018-01-05,5,Yes,Skills,15,1,15,NA,NA,NA,NA,9,9,NA
2018-01-05,5,Yes,Strength,160,5,800,NA,NA,NA,NA,9,9,NA
2018-01-05,6,Yes,Speed,40,2,80,1270,607.9,528.32,1.15,8,8,NA
2018-01-05,6,Yes,Skills,90,7,630,NA,NA,NA,NA,8,8,NA
2018-01-05,6,Yes,Strength,80,7,560,NA,NA,NA,NA,8,8,NA
2018-01-05,7,Yes,Speed,45,3,135,1315,550.7,493.21,1.12,9,9,NA
2018-01-05,7,Yes,Conditioning,60,9,540,NA,NA,NA,NA,9,9,NA
2018-01-05,7,Yes,Strength,80,8,640,NA,NA,NA,NA,9,9,NA
2018-01-05,8,Yes,Speed,45,3,135,765,225,334.29,0.67,NA,NA,NA
2018-01-05,8,Yes,Skills,90,7,630,NA,NA,NA,NA,NA,NA,NA
2018-01-05,9,Yes,Speed,40,3,120,360,372.9,482.54,0.77,NA,NA,NA
2018-01-05,9,Yes,Strength,60,4,240,NA,NA,NA,NA,NA,NA,NA
2018-01-05,10,Yes,Speed,40,3,120,1005,662.1,452.86,1.46,NA,9,NA
2018-01-05,10,Yes,Skills,15,3,45,NA,NA,NA,NA,NA,9,NA
2018-01-05,10,Yes,Conditioning,30,7,210,NA,NA,NA,NA,NA,9,NA
2018-01-05,10,Yes,Strength,90,7,630,NA,NA,NA,NA,NA,9,NA
2018-01-05,11,Yes,Speed,45,4,180,1305,571.4,609.21,0.94,9,10,Absolutely
2018-01-05,11,Yes,Skills,45,4,180,NA,NA,NA,NA,9,10,Absolutely
2018-01-05,11,Yes,Conditioning,45,9,405,NA,NA,NA,NA,9,10,Absolutely
2018-01-05,11,Yes,Strength,90,6,540,NA,NA,NA,NA,9,10,Absolutely
2018-01-05,13,Yes,Speed,45,4,180,1350,518.6,543.04,0.95,8,7,NA
2018-01-05,13,Yes,Skills,30,3,90,NA,NA,NA,NA,8,7,NA
2018-01-05,13,Yes,Conditioning,60,9,540,NA,NA,NA,NA,8,7,NA
2018-01-05,13,Yes,Strength,90,6,540,NA,NA,NA,NA,8,7,NA
2018-01-05,14,Yes,Speed,45,3,135,1035,507.9,437.14,1.16,8,8,Absolutely
2018-01-05,14,Yes,Conditioning,60,6,360,NA,NA,NA,NA,8,8,Absolutely
2018-01-05,14,Yes,Strength,90,6,540,NA,NA,NA,NA,8,8,Absolutely
2018-01-05,16,Yes,Speed,30,3,90,1600,699.1,637.25,1.1,8,9,Absolutely
2018-01-05,16,Yes,Skills,50,6,300,NA,NA,NA,NA,8,9,Absolutely
2018-01-05,16,Yes,Conditioning,10,6,60,NA,NA,NA,NA,8,9,Absolutely
2018-01-05,16,Yes,Strength,150,7,1050,NA,NA,NA,NA,8,9,Absolutely
2018-01-05,16,Yes,Mobility/Recovery,20,5,100,NA,NA,NA,NA,8,9,Absolutely
2018-01-05,17,Yes,Skills,30,3,90,1160,292.4,301.68,0.97,6,9,NA
2018-01-05,17,Yes,Conditioning,90,8,720,NA,NA,NA,NA,6,9,NA
2018-01-05,17,Yes,Strength,70,5,350,NA,NA,NA,NA,6,9,NA
2018-01-04,2,Yes,Speed,40,4,160,1100,505,374.46,1.35,NA,NA,NA
2018-01-04,2,Yes,Skills,90,3,270,NA,NA,NA,NA,NA,NA,NA
2018-01-04,2,Yes,Strength,70,7,490,NA,NA,NA,NA,NA,NA,NA
2018-01-04,2,Yes,Combat,30,6,180,NA,NA,NA,NA,NA,NA,NA
2018-01-04,3,Yes,Speed,60,6,360,1440,537.9,444.11,1.21,8,8,NA
2018-01-04,3,Yes,Skills,90,5,450,NA,NA,NA,NA,8,8,NA
2018-01-04,3,Yes,Strength,90,7,630,NA,NA,NA,NA,8,8,NA
2018-01-04,4,Yes,Speed,45,3,135,765,109.3,283.04,0.39,7,7,NA
2018-01-04,4,Yes,Skills,60,3,180,NA,NA,NA,NA,7,7,NA
2018-01-04,4,Yes,Strength,90,5,450,NA,NA,NA,NA,7,7,NA
2018-01-04,6,Yes,Speed,60,8,480,1470,647.9,482.96,1.34,8,8,NA
2018-01-04,6,Yes,Skills,90,4,360,NA,NA,NA,NA,8,8,NA
2018-01-04,6,Yes,Strength,70,7,490,NA,NA,NA,NA,8,8,NA
2018-01-04,6,Yes,Combat,20,7,140,NA,NA,NA,NA,8,8,NA
2018-01-04,7,Yes,Speed,45,6,270,1200,604.3,446.25,1.35,8,7,NA
2018-01-04,7,Yes,Skills,90,4,360,NA,NA,NA,NA,8,7,NA
2018-01-04,7,Yes,Strength,60,7,420,NA,NA,NA,NA,8,7,NA
2018-01-04,7,Yes,Combat,30,5,150,NA,NA,NA,NA,8,7,NA
2018-01-04,8,Yes,Speed,45,4,180,360,115.7,306.96,0.38,NA,NA,NA
2018-01-04,8,Yes,Strength,60,3,180,NA,NA,NA,NA,NA,NA,NA
2018-01-04,9,No,NA,NA,NA,NA,NA,342.9,502.89,0.68,NA,NA,NA
2018-01-04,10,Yes,Speed,45,5,225,1200,591.4,416.96,1.42,7,6,NA
2018-01-04,10,Yes,Skills,80,3,240,NA,NA,NA,NA,7,6,NA
2018-01-04,10,Yes,Strength,90,7,630,NA,NA,NA,NA,7,6,NA
2018-01-04,10,Yes,Combat,15,7,105,NA,NA,NA,NA,7,6,NA
2018-01-04,11,Yes,Speed,45,5,225,1335,657.1,562.61,1.17,7,7,NA
2018-01-04,11,Yes,Skills,90,5,450,NA,NA,NA,NA,7,7,NA
2018-01-04,11,Yes,Strength,60,7,420,NA,NA,NA,NA,7,7,NA
2018-01-04,11,Yes,Combat,30,8,240,NA,NA,NA,NA,7,7,NA
2018-01-04,12,Yes,Speed,45,4,180,810,115.7,158.93,0.73,6,7,NA
2018-01-04,12,Yes,Skills,90,3,270,NA,NA,NA,NA,6,7,NA
2018-01-04,12,Yes,Strength,60,4,240,NA,NA,NA,NA,6,7,NA
2018-01-04,12,Yes,Combat,30,4,120,NA,NA,NA,NA,6,7,NA
2018-01-04,13,Yes,Speed,45,5,225,945,557.1,494.82,1.13,7,6,NA
2018-01-04,13,Yes,Skills,90,3,270,NA,NA,NA,NA,7,6,NA
2018-01-04,13,Yes,Strength,60,5,300,NA,NA,NA,NA,7,6,NA
2018-01-04,13,Yes,Combat,30,5,150,NA,NA,NA,NA,7,6,NA
2018-01-04,13,Yes,Mobility/Recovery,20,0,0,NA,NA,NA,NA,7,6,NA
2018-01-04,14,Yes,Speed,45,4,180,1260,550.7,400.18,1.38,4,6,NA
2018-01-04,14,Yes,Skills,90,5,450,NA,NA,NA,NA,4,6,NA
2018-01-04,14,Yes,Strength,90,7,630,NA,NA,NA,NA,4,6,NA
2018-01-04,15,Yes,Speed,20,3,60,920,265.7,152.86,1.74,7,6,Absolutely
2018-01-04,15,Yes,Conditioning,40,8,320,NA,NA,NA,NA,7,6,Absolutely
2018-01-04,15,Yes,Skills,60,3,180,NA,NA,NA,NA,7,6,Absolutely
2018-01-04,15,Yes,Strength,70,3,210,NA,NA,NA,NA,7,6,Absolutely
2018-01-04,15,Yes,Combat,30,5,150,NA,NA,NA,NA,7,6,Absolutely
2018-01-04,16,Yes,Speed,40,3,120,1665,723.4,580.11,1.25,7,6,Somewhat
2018-01-04,16,Yes,Skills,90,3,270,NA,NA,NA,NA,7,6,Somewhat
2018-01-04,16,Yes,Strength,180,7,1260,NA,NA,NA,NA,7,6,Somewhat
2018-01-04,16,Yes,Mobility/Recovery,30,0,15,NA,NA,NA,NA,7,6,Somewhat
2018-01-04,17,Yes,Speed,36,7,252,872,302.4,260.25,1.16,6,9,NA
2018-01-04,17,Yes,Skills,90,3,270,NA,NA,NA,NA,6,9,NA
2018-01-04,17,Yes,Strength,70,5,350,NA,NA,NA,NA,6,9,NA
2018-01-03,1,Yes,Conditioning,60,9,540,555,287.1,354.82,0.81,NA,NA,NA
2018-01-03,1,Yes,Mobility/Recovery,30,0,15,NA,NA,NA,NA,NA,NA,NA
2018-01-03,2,Yes,Mobility/Recovery,45,1,45,45,403.6,381.79,1.06,NA,NA,NA
2018-01-03,3,Yes,Mobility/Recovery,30,1,30,30,379.3,432.86,0.88,8,8,Absolutely
2018-01-03,5,Yes,Conditioning,30,5,150,170,217.1,185.21,1.17,NA,NA,NA
2018-01-03,5,Yes,Mobility/Recovery,20,1,20,NA,NA,NA,NA,NA,NA,NA
2018-01-03,6,Yes,Mobility/Recovery,30,1,30,30,465.7,465.46,1,NA,NA,NA
2018-01-03,7,Yes,Mobility/Recovery,30,1,30,30,475.7,433.39,1.1,NA,NA,NA
2018-01-03,8,Yes,Mobility/Recovery,45,2,90,90,64.3,329.46,0.2,NA,NA,NA
2018-01-03,9,Yes,Conditioning,60,8,480,570,458.6,513.07,0.89,7,7,Absolutely
2018-01-03,9,Yes,Skills,45,2,90,NA,NA,NA,NA,7,7,Absolutely
2018-01-03,10,Yes,Mobility/Recovery,45,2,90,90,420,392.86,1.07,NA,NA,NA
2018-01-03,11,Yes,Mobility/Recovery,60,3,180,180,520,569.93,0.91,10,10,Absolutely
2018-01-03,13,Yes,Mobility/Recovery,70,0,0,0,274.3,453.75,0.6,NA,NA,Absolutely
2018-01-03,16,Yes,Strength,75,3,225,290,575.6,564.57,1.02,NA,NA,Absolutely
2018-01-03,16,Yes,Mobility/Recovery,35,1,35,NA,NA,NA,NA,NA,NA,Absolutely
2018-01-03,16,Yes,Mobility/Recovery,60,0,30,NA,NA,NA,NA,NA,NA,Absolutely
2018-01-03,17,Yes,Mobility/Recovery,30,0,15,15,200.7,246.25,0.82,NA,NA,NA
2018-01-02,1,Yes,Speed,60,3,180,560,278.6,382.86,0.73,NA,NA,NA
2018-01-02,1,Yes,Skills,20,1,20,NA,NA,NA,NA,NA,NA,NA
2018-01-02,1,Yes,Strength,90,4,360,NA,NA,NA,NA,NA,NA,NA
2018-01-02,2,Yes,Speed,40,5,200,1140,532.1,398.75,1.33,NA,NA,NA
2018-01-02,2,Yes,Conditioning,50,8,400,NA,NA,NA,NA,NA,NA,NA
2018-01-02,2,Yes,Skills,30,3,90,NA,NA,NA,NA,NA,NA,NA
2018-01-02,2,Yes,Strength,90,5,450,NA,NA,NA,NA,NA,NA,NA
2018-01-02,3,Yes,Speed,45,5,225,1170,430.7,454.29,0.95,8,8,Absolutely
2018-01-02,3,Yes,Conditioning,45,7,315,NA,NA,NA,NA,8,8,Absolutely
2018-01-02,3,Yes,Strength,90,7,630,NA,NA,NA,NA,8,8,Absolutely
2018-01-02,5,Yes,Mobility/Recovery,20,0,10,750,192.9,200.04,0.96,8,9,NA
2018-01-02,5,Yes,Speed,20,3,60,NA,NA,NA,NA,8,9,NA
2018-01-02,5,Yes,Conditioning,10,5,50,NA,NA,NA,NA,8,9,NA
2018-01-02,5,Yes,Skills,15,2,30,NA,NA,NA,NA,8,9,NA
2018-01-02,5,Yes,Strength,120,5,600,NA,NA,NA,NA,8,9,NA
2018-01-02,6,Yes,Speed,45,3,135,1485,680,484.75,1.4,7,8,NA
2018-01-02,6,Yes,Skills,90,8,720,NA,NA,NA,NA,7,8,NA
2018-01-02,6,Yes,Strength,90,7,630,NA,NA,NA,NA,7,8,NA
2018-01-02,7,Yes,Speed,40,4,160,1310,656.4,451.43,1.45,7,8,NA
2018-01-02,7,Yes,Conditioning,75,1,750,NA,NA,NA,NA,7,8,NA
2018-01-02,7,Yes,Strength,80,5,400,NA,NA,NA,NA,7,8,NA
2018-01-02,8,Yes,Conditioning,30,4,120,300,130.7,341.25,0.38,NA,NA,NA
2018-01-02,8,Yes,Strength,45,4,180,NA,NA,NA,NA,NA,NA,NA
2018-01-02,9,Yes,Speed,40,2,80,1280,422.1,492.71,0.86,NA,NA,NA
2018-01-02,9,Yes,Strength,150,8,1200,NA,NA,NA,NA,NA,NA,NA
2018-01-02,10,Yes,Speed,35,3,105,1125,407.1,405.18,1,9,9,NA
2018-01-02,10,Yes,Conditioning,60,8,480,NA,NA,NA,NA,9,9,NA
2018-01-02,10,Yes,Strength,90,6,540,NA,NA,NA,NA,9,9,NA
2018-01-02,11,Yes,Speed,40,3,120,1180,718.6,582.79,1.23,9,10,Absolutely
2018-01-02,11,Yes,Skills,40,3,120,NA,NA,NA,NA,9,10,Absolutely
2018-01-02,11,Yes,Conditioning,50,8,400,NA,NA,NA,NA,9,10,Absolutely
2018-01-02,11,Yes,Strength,90,6,540,NA,NA,NA,NA,9,10,Absolutely
2018-01-02,13,Yes,Speed,45,5,225,1305,677.1,522.86,1.29,9,9,NA
2018-01-02,13,Yes,Conditioning,60,9,540,NA,NA,NA,NA,9,9,NA
2018-01-02,13,Yes,Skills,30,3,90,NA,NA,NA,NA,9,9,NA
2018-01-02,13,Yes,Strength,90,5,450,NA,NA,NA,NA,9,9,NA
2018-01-02,14,Yes,Speed,45,4,180,1260,600,408.21,1.47,8,8,Absolutely
2018-01-02,14,Yes,Conditioning,60,9,540,NA,NA,NA,NA,8,8,Absolutely
2018-01-02,14,Yes,Strength,90,6,540,NA,NA,NA,NA,8,8,Absolutely
2018-01-02,15,Yes,Speed,40,4,160,940,237.1,135,1.76,8,8,Absolutely
2018-01-02,15,Yes,Skills,30,6,180,NA,NA,NA,NA,8,8,Absolutely
2018-01-02,15,Yes,Conditioning,30,8,240,NA,NA,NA,NA,8,8,Absolutely
2018-01-02,15,Yes,Strength,90,4,360,NA,NA,NA,NA,8,8,Absolutely
2018-01-02,16,Yes,Speed,45,3,135,1339,667.7,600.29,1.11,8,7,NA
2018-01-02,16,Yes,Skills,60,7,420,NA,NA,NA,NA,8,7,NA
2018-01-02,16,Yes,Conditioning,8,8,64,NA,NA,NA,NA,8,7,NA
2018-01-02,16,Yes,Strength,120,6,720,NA,NA,NA,NA,8,7,NA
2018-01-01,1,No,NA,NA,NA,NA,NA,290.7,363.93,0.8,NA,NA,NA
2018-01-01,2,No,NA,NA,NA,NA,NA,369.3,368.75,1,NA,NA,NA
2018-01-01,3,No,NA,NA,NA,NA,NA,263.6,421.07,0.63,NA,NA,Absolutely
2018-01-01,5,No,NA,NA,NA,NA,NA,85.7,173.25,0.49,NA,NA,NA
2018-01-01,6,No,NA,NA,NA,NA,NA,467.9,437.61,1.07,NA,NA,NA
2018-01-01,7,No,NA,NA,NA,NA,NA,469.3,415.36,1.13,NA,NA,Absolutely
2018-01-01,7,No,NA,NA,NA,NA,NA,469.3,415.36,1.13,NA,NA,NA
2018-01-01,8,Yes,Mobility/Recovery,20,3,60,60,87.9,337.5,0.26,NA,NA,NA
2018-01-01,9,No,NA,NA,NA,NA,NA,239.3,447,0.54,NA,NA,NA
2018-01-01,11,No,NA,NA,NA,NA,NA,550,549.21,1,NA,NA,Absolutely
2018-01-01,12,No,NA,NA,NA,NA,NA,121.4,184.64,0.66,NA,NA,NA
2018-01-01,13,Yes,Mobility/Recovery,40,0,0,0,490.7,481.07,1.02,NA,NA,Absolutely
